code,name,source_org,topics,years_available
NE.CON.PRVT.ZS,Households and NPISHs final consumption expenditure (% of GDP),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.CON.TOTL.CD,Final consumption expenditure (current US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.CON.TOTL.CN,Final consumption expenditure (current LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.CON.TOTL.KD,Final consumption expenditure (constant 2015 US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.CON.TOTL.KD.ZG,Final consumption expenditure (annual % growth),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1961-2024
NE.CON.TOTL.KN,Final consumption expenditure (constant LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.CON.TOTL.ZS,Final consumption expenditure (% of GDP),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.DAB.DEFL.ZS,Gross national expenditure deflator (base year varies by country),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.DAB.TOTL.CD,Gross national expenditure (current US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.DAB.TOTL.CN,Gross national expenditure (current LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.DAB.TOTL.KD,Gross national expenditure (constant 2015 US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.DAB.TOTL.KN,Gross national expenditure (constant LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.EXP.GNFS.CD,Exports of goods and services (current US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)","Economy & Growth, Trade",1960-2024
NE.EXP.GNFS.CN,Exports of goods and services (current LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.EXP.GNFS.KD,Exports of goods and services (constant 2015 US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)","Economy & Growth, Trade",1960-2024
NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)","Economy & Growth, Trade",1961-2024
NE.EXP.GNFS.KN,Exports of goods and services (constant LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)","Economy & Growth, Trade",1960-2024
NE.GDI.FPRV.CN,"Gross fixed capital formation, private sector (current LCU)","Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1965-2023
NE.GDI.FPRV.ZS,"Gross fixed capital formation, private sector (% of GDP)","Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1965-2023
NE.GDI.FTOT.CD,Gross fixed capital formation (current US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.FTOT.CN,Gross fixed capital formation (current LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.FTOT.KD,Gross fixed capital formation (constant 2015 US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.FTOT.KD.ZG,Gross fixed capital formation (annual % growth),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1961-2024
NE.GDI.FTOT.KN,Gross fixed capital formation (constant LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.STKB.CD,Changes in inventories (current US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.STKB.CN,Changes in inventories (current LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.STKB.KN,Changes in inventories (constant LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,2000-2024
NE.GDI.TOTL.CD,Gross capital formation (current US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.TOTL.CN,Gross capital formation (current LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.TOTL.KD,Gross capital formation (constant 2015 US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.TOTL.KD.ZG,Gross capital formation (annual % growth),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1961-2024
NE.GDI.TOTL.KN,Gross capital formation (constant LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.IMP.GNFS.CD,Imports of goods and services (current US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)","Economy & Growth, Trade",1960-2024
NE.IMP.GNFS.CN,Imports of goods and services (current LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
NE.IMP.GNFS.KD,Imports of goods and services (constant 2015 US$),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)","Economy & Growth, Trade",1960-2024
NE.IMP.GNFS.KD.ZG,Imports of goods and services (annual % growth),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)","Economy & Growth, Trade",1961-2024
NE.IMP.GNFS.KN,Imports of goods and services (constant LCU),"Country official statistics, National Statistical Organizations and/or Central Banks;
National Accounts data files, Organisation for Economic Co-operation and Development (OECD);
Staff estimates, World Bank (WB)",Economy & Growth,1960-2024
